sentiment,text
negative," if it's any consolation, i left mine in the camps' fridge on sunday "
negative,the rain is bk 
negative,i thought today maybe i could actually get up and face the daytime but now it looks like i'm better off lying in bed thinking about it. 
negative,so looked at the new jonas cd and kevin's face was covered by the price sticker felt really bad 
negative,well then......i didn't win 
negative, aw paw thx from me beagle&amp;goldie found out this a.m. that another 2 crew friends were ob leaving husbands and 2 kids each 
negative,back at my desk working. sunny and beautiful day. don't feel like working tho.    lol
negative, and i think for my weekend is a rather spontaneous mammoth trip +_+ !! hehe and with that a speeding ticket.. 
negative,why are all of my friends going through shitty times right now?! i have a huge panic-pain hole in my heart for every single one of them 
negative, i'm sad we didn't get to meet up 
negative," roadhouse blues - the doors, for sure!!! eu queria uma medieval madness inteira, mas ã© difã­cil de achar... "
negative,my last recital weekend ever! 
negative," fuck yes, and i'd be all oh francis i love you. "
negative,91 days to go...feeling like a mack truck ran over me...with a keg for a belly!!  off to montreal by train as i can't fly 
negative, yes but not much lately. i'm in smalltown alberta helping my mom since my dad died. little life of my own right now 
negative,my neighbours are listening to music in their shed out the back and it's too loud  boo!!
negative,  im guessing a lot of them are from me
negative," dm.  i would charge in car, but i decided to train it today!  "
negative," thanks, she's goin to jamaica for 5 days "
negative,texting with mike- god i miss him. 
negative,why is  missing in action again? 
negative,loaded with class tests 
negative,i know!  gotta get some food then get to work!
negative,i'm dying right now  that's awful.
negative, i wish t didn't 
negative," it's more swollen than yesterday.  can't even wear comfy flats.  i will be ok, though."
negative,"smells like &quot;ca nuong,&quot;  grill fish   while trying to finish up on her journal club...."
negative, bummer  i wont even be 21 till two days later...sheesh i always miss all the fun!!!
negative,"i have an empty brain-stomach  - my mind has eaten virtually nothing but cheetos for, like 3 days straight !"
negative,crying crying crying over acting  why do i get such epic scenes? i'm weak and small
negative, good but i have exams!!  wish me luck pleeeease???xxxx
negative,have such a sore head the day! cant seem 2 clear it 
negative,". i wish! i feel dirty even thinking about having to add these things to a website, but what the client wants........ "
negative, it shows that you are logged on ha again... 
negative,and to top it all off i lost my voice. 
negative," eye not really better  hope it won't get worse, don't have time to go to the doctor until wednesday"
negative, how do i make my headache go away?
negative, i love your kitty! i wish she loved me back 
negative, we love you! don't haz sad 
negative,i've only been at work for an hour and i'm ready to go home. this is gonna be a loonng day 
negative,i'm from bored!!!! 
negative,"it was 100 degrees in san lucas today .., take me there .. i wanna go there "
negative, &quot;wanna sex u up&quot; too! dj obviously goin in! i'm mad i dnt have a way 2 lock in 
negative," yep yep! we shouddd! 14th there, 15th here.  sad. but oh well  ...or was it 16th? haha!"
negative,really miss's my baby  &lt;3
negative,playing final fantsy 10  
negative,yummy outside lunch at alcove cafe w/ j. feel like a horrible mama b/c the bay hurt her fingernail from the new bike basket 
negative,i went to bed at 9:30 and i am just now waking up 
negative,my hair is dry as all hell  damn chemicals
negative,old friends venturing to hampstead later :-d shame maxwell's is long since dead though 
negative, berlusconi in leatherette posing pouch = horrific thought that won't rid itself of my mind 
negative,"and to add to it, i feel like poo poo.  someone come rub my back please..?"
negative,had two chicken tostadas...shoulda just had one 
negative, i have a migrane....i love recordin jus not when im feelin like doodoo 
negative," oh! dats turrible.  so soory to hear dat.  i fullow her and she fullow me, but nevr got the pleasure of gittin 2 no her.  "
negative,i need mango 
negative,random qoute : i need chocolate i only ate 1 kitkat bar today waaaa   jks
negative, &amp; u sold out fri - so unfortunately no!  the live band concept sounded brilliant-no doubt it was-next time eh!
negative,"also i'm not sure gutting roomba was a good idea, you have... or had a warranty... "
negative,tweeting from blackberry cos internet is down. 
negative,well fuck- this new pain med has an odd warning that actually applies to me. i can't take this. -chan is displeased. 
negative,back to reality tomorrow 
negative,"at macys til closing, surprised i'm not exhausted yet. even more surprised bruce hasn't texted me as much today... "
negative,people suck 
negative,is on the train back from london 
negative,"pttt, seems grader is still down "
negative," omg, there was fires in santa barbara?sorry i live in canada and i never heard about this. oh my gosh, thats horrible  how r u?"
negative,"last day at jakki's, not quite sure how ready i am "
negative, i totally replied to your post the other day but it doesn't seem to be there anymore 
negative,my schedule this weekend's so tight tht i dont hv enough time to study. i even didnt study chemistry lyk others today  ayo hrs bs kekejar!
negative,"rented ghosttown tonight...made it about about 30 minutes in and finally had to switch it off...ricky gervais, how could you?  "
negative,neil leaves tonite for another week 
negative,im not going to vanessa williams album listening party  tickets are all sold out! i took too long to decide...oh well.
negative, nope. it would melt on the trip here. 
negative,"my head is killing me right now :s, pills are not working for me anymore "
negative, you won't like it. and i'm too hardcore to laugh about it with you 
negative,just broke my wd passport hd by dropping it. shit. 
negative,i woke up with the same headache all day yesterday  and one of my ferrets died last night and he was my favorite one  this monday sucks.
negative,got a nice pile of work on my hands  + revision 4 exams x'(
negative,looks like rain for this afternoon   ... i'm pumped to watch &quot;so you think i can dance&quot; tonight ... i love that show
negative,"noooo..., drop by 1  37. kabonfootprint.com"
negative,just wants her stupid msn to work on her stupid laptop in her stupid house 
negative,i need a scooby snack   i'm sure the new betablockers i'm on are giving me the munchies.
negative, - me going to prom last year.....no prom date tho    just a carer    but it was still fun.
negative, bumms.  i have an ipod touch 8gig 1gen (w/the upgrade) and it's almost full too. i wanted the 16gig but it was 2 much $
negative," i just woke up with you on my tv &quot; my black is beautiful&quot;, but sorry about ur phone "
